"","X","title","author","time","scraping_time","content_url","content","response","viewcount"
"1141",2,"他14歲…靠販賣機奪千萬訂單","大昌期權天后洪紫瑜","2016-05-12_08:22","2016-08-13_17:23:39","http://www.moneydj.com/forum/showtopic-124648.aspx","RecMed創辦人羅森塔爾圖／翻攝自網路CNNMoney網站報導，14歲的美國阿拉巴馬州中學生羅森塔爾（TaylorRosenthal），本周在布魯克林舉行的創業盛會TechCrunchDisrupt，展示他的新創公司RecMed所推出的急救包自動販賣機。有人開出3,000萬美元價碼想收購他的創意，被他一口回絕。他的公司甫於去年成立，但已獲天使投資青睞，募得10萬美元資金。創辦RecMed的構想在羅森塔爾讀8年級時就萌芽，當時他進入青年創業學院（YoungEntrepreneursAcademy）研習。他表示：「我們必須提出創業構想，我就想起每次去看阿拉巴馬州的棒球錦標賽，我注意到有小孩受傷時，父母一時之間找不到OK繃，我想解決這個問題。」羅森塔爾最初的想法是在比賽期間設立販賣急救包的臨時店，但嘗試過後很快發現這並非最佳經營模式。他說：「我們注意到，就算用基本工資雇人看店6小時還是划不來，」設販賣機的點子應運而生。羅森塔爾親自繪圖設計販賣機，然後與他都在醫療業工作的父母商量討論，終於完成產品原型並取得專利。羅森塔爾希望今秋開始部署設置急救包販賣機，他表示，將以遊樂園、海灘、運動場等孩童聚集場所為主要設置地點。他已爭取到美國大型連鎖遊樂園六旗（SixFlags）的100台販賣機訂單。羅森塔爾創辦的RecMed，未來就是靠賣販賣機牟利，每台要價5,500美元（約合台幣18萬元），並收取補貨的相關費用。這位中學生CEO說，他也會開放在販賣機上登廣告。羅森塔爾在青年創業學院的老師瓊斯（ClarindaJones）指出：「看到泰勒在過去一年成長為充滿自信又了不起的企業家，我萬分驚喜。他才14歲，比爾蓋茲應該會覺得不安。」(工商時報)",0,262
"1142",3,"官股券商＋投信 續挺台股","廖維凌","2016-05-12_07:24","2016-08-13_17:23:45","http://www.moneydj.com/forum/showtopic-124646.aspx","近期八大官股連10買超護盤台股八大官股券商及投信等內資法人，持續挺台股。據統計，從4月27以來官股券商連10買超金額127.8億元，投信連4買超金額達14.38億元，力抗外資連9賣約近846億元的龐大賣壓。台股昨（11）日小跌20點、成交值擴大至800億元，顯示多空勢均力敵。美國三大指數周二同步大漲逾1％，其他國際股市漲跌互現，台股昨天則在外資大賣權值股下，指數8,200點無功而返，連續2日挑戰5日均線也未成，惟量能有增溫現象，最後以下跌20點收在8,135點，成交值804億元，較前一日增近百億元。元大投顧執行副總杜富蓉表示，第1季財報至下周一將全數公布，接下來MSCI季度調整、520不確定因素等，但此波台股下挫多少都已反映這些利空了，且近期財報及營收利多訊息，也被空頭氛圍所掩蓋，短線隨時醞釀反彈。外資昨天賣超再擴大至百億元，達101億元，出乎市場意料，累計自4月28日來合計連9賣，賣超達846億元；八大官股昨買超11.38億元，投信買超也擴大至7.49億元，累計近4日買超14.38億元，本土資金合力買超，力抗外資賣壓。全曜財經資訊財經主筆兼分析師陳唯泰指出，台股昨天成交值放大至800億元，但指數只小跌20點，顯示市場多空交戰、雙方勢均力敵，另從指標股大立光連5紅K、站上各短中期均線，扮演台股多頭指標，以及台股連6日未再跌破8,100點，有殺不下去的意味。台新投顧研究部協理黃文清認為，從4月底八大官股券商積極逢低加碼，尤其指數跌愈多，官股券商買超金額就愈多，即使周二台股收紅，官股券商仍買超6億元，顯示四大政府基金在520前，有讓台股不要跌得太難看的意圖。投信連4日買超，且愈買愈多，是否來自於政府基金代操買盤，也引起市場諸多揣測。從官股券商及投信逆勢買超等跡象來看，投資專家普遍對台股短線反彈行情不看淡。(工商時報)本文轉載自:http://www.chinatimes.com/newspapers/20160512000167-260206",0,231
"1143",4,"利空頻傳 台股續跌恐破8千大關","大昌秋如","2016-05-11_23:24","2016-08-13_17:23:46","http://www.moneydj.com/forum/showtopic-124645.aspx","油價回升，美股上漲，亞股漲跌互見，台股利空頻傳，外資又再期現貨大舉偏空操作，今日又下跌20點收在8,135點，續創波段新低價，連櫃買指數也收黑，權值股回檔，反彈先看5日線8,147點，再看10日線8,263點，若反彈未過10日線，恐破8千大關。財子學堂副總林成蔭指出，台股上漲曇花一現「一日行情」好悲哀，前日反彈，但價漲量縮，連5日線都未站上，信心仍不足追價力道差，財報陸續出爐但恐將不佳，法說會也沒有利多訊息，台股基本面不佳，台灣4月出口連15月衰退，外資期現貨又再大舉偏空操作，恐回探8千大關，5月恐難有好臉色，後續關注5月美FED會議，雖目前市場預期升息機率不大，但未確定性市場仍將擔憂，6月23日英國脫歐盟公投等變數，台股不易大漲。國泰證期顧問處協理簡伯儀表示，台股4月營收全數公布但整體下滑7％，如台塑化、鴻海、聯發科、宏達電、中信金等權值股回檔，台股股買方追價意願不高，上攻至前低8,589與8,436下降趨勢線約8,200點附近即見賣壓，外資賣超又增至101.3億元，減碼台指期淨多單4,579口至22,800口，創近期單日大減新高量。簡伯儀分析，台股目前與月線及季線負乖離率雙高逾4％創近3個月新高等多項技術指標都落入超跌及超賣區，但台股並未因跌深且美股反彈而轉多，大盤反彈續壓抑，短線至下周一前季報將全數公布，本周四凌晨也將公布MSCI權重調整，台股恐遭續調降，為史上最長「連11降」等，訊息都偏向負面，但市場已有共識，但新政府將上任，二岸政局變數提高，市場觀望氣氛重，反彈先看5日線，再看10日線，若反彈未過10日線，恐破8千大關。中信投顧分析師陳柏州分析，雖台股昨盤中未跌破前日波段新低8,075點，但台股開高走低未能借國際盤之力推升反彈位階，除顯示目前多方追價態度在面臨520新總統就職前政治議題漸發酵仍有所顧忌外，在目前僅存翻揚季線因逐步扣抵今年新春年後波段彈升行情而仍有反轉壓力的情況下，均線空頭走勢進一步惡化疑慮仍未完全排除，台股短線行情恐仍難擺脫弱勢表現。陳柏州說，再者，觀察近期新台幣匯率明顯受到美元走強與外資匯出調節而轉為貶值趨勢，而在日圓因日本當局透露將進場干預而出現重貶走勢的情況下，是否導致亞幣競貶潮並重啟新台幣另一波波段貶值行情仍需密切觀察，整體而言，對於台股短線跌深反彈行情仍需保守應對。(出處:中時財經投資自有風險,請投資人審慎評估)",0,238
"1144",5,"影響大盤的事要發生了~~ 重量級法說會 首季財報 4月營收 MSCI也將公布最新的半年度調整","大昌以琳","2016-05-09_16:54","2016-08-13_17:23:48","http://www.moneydj.com/forum/showtopic-124517.aspx","國際股市前景不明，雖美股上周五上揚，但亞股今日持續震盪，其中又以陸股跌幅超過2%最弱，台股在上周周K線連續3黑棒後，今日早盤再度回測8100點大關，但隨後在部分重量級電子股拉抬下，指數盤中由黑翻紅，台積電、鴻海股價穩盤向上。外資看好大立光「雙鏡頭行情」，逆勢連買6日，歐系外資最新報告持續給予大立光「買進」評等，以今年EPS目標190元計算，目標價為3300元，激勵相關族群股價表現，包括聯一光漲逾4%，而玉晶光、新鉅科、光燿科等都出現反彈。但觀察台股首季季報，仍有不少公司出現疑慮，其中，光通訊個股光環4月合併營收驟減，早盤股價跌停；之前人氣指標的電動車概念股同致也因業績不如預期，股價今日吞下第2支跌停板，使得早盤光通訊及車用個股均受到拖累。以今日盤面上的類股表現中，光電類股表現最佳，漲幅超過3.2%，其次是電器電纜類股也有2%的漲幅，至於觀光類股也大漲逾1%；表現較差者為紡織類股，跌幅超過2%，而生醫類股及水泥類股也下跌超過1%以上。外資上周在現貨市場連賣4日，共計大舉賣超569億元，台指期淨多單則降到2.6萬口，加上5月報稅期間，大戶賣股求現，加權指數再創8,104點波段新低。所幸今日開低震盪走低後，指數回測8,100點支撐，最低8106點並未再破上周新低。分析師表示，本周台股將遇上新一波的重量級法說會，加上上市櫃公司首季財報及4月營收陸續公佈，優劣等生將攤在盤面上；另外證交所主導的「網通產業」主題式業績發表會11日舉行，由智邦、聯發科、全新等3家共同參與，也將牽動相關網通族群的走勢。除了上市櫃公司將公布財報，MSCI也將公布最新的半年度調整，以近期公布的財報普遍不如預期來看，台股雖然力守8,100點，但若再遇利空，8,000點能否守住仍將面臨嚴重考驗。外資﹒財報﹒大立光﹒概念股﹒電子股",1,1092
"1145",6,"不敵河南首富 亞泥西進大陸踢鐵板","大昌期權天后洪紫瑜","2016-05-11_22:39","2016-08-13_17:23:50","http://www.moneydj.com/forum/showtopic-124644.aspx","遠東集團董事長徐旭東投資中國山水水泥失利。(顏謙隆攝)由徐旭東領軍的遠東集團旗下亞泥(1102)昨(10)日發出聲明，表示要停止收購中國山水水泥，根據周刊報導，徐旭東為拓展水泥事業版圖，6年前投資中國第6大的水泥生產企業「山水水泥」，至今共砸下約153億取得2成股權，沒想到經營權之爭劇情峰迴路轉，另一大股東中國「天瑞集團」短短不到1年就踢走亞泥人馬，徐旭東布局中國、並一舉超越台灣水泥業龍頭台泥的如意算盤雙雙落空。徐旭東早在早在20年前就西進大陸，《壹週刊》報導指出，山水水泥總產能高達1.02億噸之多，若徐旭東能全面吃下，亞泥不僅能擠身中國前十大，總產能更有望一舉超越國內水泥業龍頭台泥。沒想到2014年底山水水泥突然爆發內鬥醜聞，反而給了大陸「天瑞集團」趁亂入主的機會，回顧去年初，天瑞豪砸210億台幣在市場公開吃貨，狂掃近10億股，4個月共取得山水水泥28.16%股權，竄升為第一大股東，隨後火速擊退遠東集團董事長徐旭東。山水水泥引起各方進行收購爭奪戰，讓擅長快攻戰略、現年59歲的天瑞水泥集團董事長李留法引起關注，根據2015年富比世華人富豪榜，河南首富李留法以約670億台幣身價拿下第139名；至於近幾年來，遠東集團徐旭東家族身價平均約在430億台幣左右，可能還是略遜一籌。其實不只亞泥，回顧近年來台商投資中國失利事件層出不窮，像是2007年新光三越百貨少東吳昕達，在北京開設第1家分店，結果之後因與合作方華聯集團發生經營權糾紛而遭公安請下機、軟禁，撼動兩岸台商界，最後是驚動了中南海高層才結束這樁5日驚魂，而吳昕達在中國所投資的130億台幣也通通血本無歸，看來台商赴陸投資前，也應務必先了解相關法規。(中時電子報)",0,261
"1146",7,"迎旺季 【觀光股】Q2飛上青天","大昌以琳","2016-05-11_17:51","2016-08-13_17:23:51","http://www.moneydj.com/forum/showtopic-124626.aspx","提前為旅遊旺季做準備，上半年度最大的旅遊盛會—「國際觀光博覽會」將於5月20日至23日於世貿一館盛大登場，預期在展期的促銷下，有望拉抬相關概念股第2季的表現，並激勵短線跌幅較深的個股展開反彈行情。總統大選後，陸方技巧性的減少陸客來台人數，並於4月底開始發酵，加上日圓在4月出現大幅度升值，昔日國人最愛的旅遊地點日本，熱度稍微下滑，而5、6月向來為航空業的淡季，航運業者受到的衝擊最大，股價也自4月起每況愈下。台新投顧協理黃文清指出，隨著國際旅展的登場，題材性的支撐再搭配今年油價相對便宜，消費者在旅遊旺季到來前提前規畫假期，有望激勵相關概念股如航空業者、旅行社、飯店等的營運狀況。國泰證期顧問處協理簡伯儀則指出，五一長假前大陸限縮陸客來台的人數，整個觀光族群表現的比較弱勢，加上5月為報稅季，相對壓抑台股表現，因此旅展有望帶動觀光股在短線展開反彈行情，但由於國內對GDP看法仍保守，加上內需趨緩，因此上漲動能仍有待觀察。而相關受惠的概念股如航運股的華航（2610）、長榮航（2618），旅遊業雄獅（2731）、燦星旅（2719）、五福（2745）、易飛網（2734）、鳳凰（5706）、東森（2614），飯店業的老爺知（5704）、遠雄來（2712）等。概念股﹒陸客﹒旅展﹒國泰",0,565
"1147",8,"期貨盤後分析-外資大賣百億 弱勢震盪格局","大昌秋如","2016-05-11_16:56","2016-08-13_17:23:53","http://www.moneydj.com/forum/showtopic-124623.aspx","0222.jpg(180.56K)2016/5/11下午04:57:05(2016/05/11)期貨走勢台指期週三下跌27點至8125點。價差方面，台指期逆價差擴至-10.56點，電子期轉為逆價差-2.44點，金融期轉為逆價差-11.72點。現貨部分，三大法人賣超87.2億元；而在台指期淨部位方面，三大法人多單減碼950口，淨多單降至7337口，其中外資多單減碼4579口，淨多單降至22800口；另外十大交易人中的特定法人，全月份台指期多單加碼179口，淨多單增至3259口。法人多方的籌碼近期經常減碼，台指籌碼面雖偏多但仍須謹慎。期貨行情走勢方面，油價強彈帶動美股大漲，台指期以上漲25點開出，台股開盤小幅開高後一度電子股大漲帶動漲點擴大站上8200點，但隨著亞股盤中普遍開高走低，且日圓盤中大幅轉升帶動日股跳水，拖累台股由紅翻黑，且金融股盤中賣壓沉重，午盤後震盪走低終場以下跌27點作收。技術面觀察，週三大盤開高走低以帶下影線中黑K上沖下洗，且成交量能放大至784億水準，短線量價結構仍為區間震盪偏弱。而以日線型態來看，目前指數跳空站上5日線後卻收盤失守，季線轉為下彎並空頭排列，KD指標低檔似有彎頭向上跡象，但多項技術指標仍未見背離現象。操作上建議可沿10日線逢高偏空操作並請嚴設停損。選擇權分析選擇權從成交量來觀察，買權集中在8200點，賣權集中在8100點。選擇權未平倉量部分，買權未平倉最大量集中在8400點，賣權未平倉最大量集中在8000點。全月份未平倉量put/callratio值由0.9降至0.81，小於中性值1，反應籌碼面為偏空架構。買權平均隱含波動率由17.23%降至15.92%，賣權平均隱含波動率由17.86%降至15.12%，買賣權皆降。選擇權籌碼面與價量結構目前皆為偏空，若持有多單請謹慎留意指數之下行風險。24小時全天線上開戶服務開跑囉線上開戶網址:http://blog.xuite.net/lai0958/blog/334562661手機開戶真方便:http://ppt.cc/no1uK大昌證券賴秋如歡迎來我的部落格逛逛喔~~http://blog.xuite.net/lai0958/blog",0,153
"1148",9,"520政黨輪替 行情藏魔咒","大昌劉澤慧","2016-05-11_15:53","2016-08-13_17:23:55","http://www.moneydj.com/forum/showtopic-124612.aspx","近五屆台灣總統520就職前後台股表現資料來源／CMoney整理／群益投信、楊雅婷分享台股近期在觀望520新總統就職典禮的演說下，指數在8100點震盪整理。觀察過去5次520總統就職前、後期間台股表現，整體來說表現漲跌互見；惟逢政黨輪替的年份，520前夕台股表現較其他年份突出，顯示新政府就任給予市場期待空間，但就任之後股市卻未展開慶祝行情。群益投信表示，統計近5屆520台灣總統就職典禮前後不同期間台股表現，逢政黨輪替的年份，在總統就職典禮前夕股市表現相對亮眼，且愈接近就職典禮，指數漲幅越高；2000年總統就職典禮前10天上漲4.84%、前5天漲6.53%，2004年總統就職典禮前10天上漲5.18%、前5天漲5.27%，其餘年份則漲跌互見，透露出市場對新人新政有所期待。但在總統就職典禮後，除2004年外，其他年份普遍走跌，未有慶祝行情，顯示基本面表現仍是市場投資的主要依據。群益葛萊美基金經理人蔡彥正表示，5月的不確定因素較多，包括繳稅旺季的資金排擠、520新總統就職後的政策變化、MSCI指數季度調整等因素，均影響資金進場意願，建議投資人短線上先保守因應，長線上採取選股不選市的操作策略，看好網通、汽車電子、汽車零組件、原物料等基本面較佳或具題材性的類股表現。保德信中小型股基金經理人葉獻文指出，520前後台股多空交戰；在利多部份，包括美國聯準會6月前升息機率低，台股股價修正後評價面來到相對低檔；至於利空包括520新執政團隊帶來的不確定性，及稅改政策可能不利本土資金回流，國際政經環境來說，歐洲及日本央行無進一步寬鬆政策，全球經濟無顯著復甦。第一金店頭市場基金經理人陳思銘表示，由於520前新政府上台前夕，市場觀望味濃厚，成交量能萎縮到800億元以下低量，預料520前，將維持狹幅震盪整理。按往年新舊政府交接，台股都會有520魔咒，下跌情況多於上漲，但隨著520的到來，台股跌勢也跟著收斂。從近期內資法人回頭買超台股動態顯示，對台股後市不看淡，預期520後，市場不確定性因素掃除，台股可望回歸基本面。轉貼自:http://udn.com/news/story/7251/1687531",0,192
"1149",10,"林百里 點破VR、物聯網","大昌佳臻","2016-05-11_14:10","2016-08-13_17:23:57","http://www.moneydj.com/forum/showtopic-124608.aspx","2016年05月11日工商時報吳筱雯／台北報導林百里談話重點廣達董事長林百里昨（10）日開講，卻意外戳了近來當紅的虛擬實境（VR）、物聯網等趨勢一下。林百里認為，VR的硬體投入者太多、各家產值不會大，市場規模更無法像PC、智慧型手機那麼大，VR商業模式也還需時間發展。物聯網業者都搞錯重點此外，他還指出，很多投入物聯網的業者都搞錯重點，把以智慧服務為主體的物聯「網」，做成以終端裝置為主的「網聯物」，但萬物聯網，每個裝置都只是一點點比重，導致商業價值也不高。已做好準備投入VR生產今年是VR元年，雖然高階VR眼鏡須搭配新台幣3萬元以上的PC或是1萬元左右遊戲機才能用，但市場預估今年高階VR眼鏡出貨將有140～160萬台，已經明顯優於年初預估的百萬台水準。林百里對此也表示，對VR已做好準備，就等客戶一聲令下，公司就可以開始生產，但他對於VR產業的短期發展卻不看好。不認為VR市場規模像PC林百里表示，VR眼鏡產值不會太大，因為生產VR眼鏡的業者太多，光深圳就有100多家廠商，他也不認為VR硬體裝置的市場規模會像PC、智慧型手機一樣大，而且，消費者花錢買了眼鏡，能用的內容還太少，但VR硬體背後的服務才是重點，VR商業模式還需時間發展，臉書、微軟都還沒想出來該怎麼辦，「這仗怎麼打，頭緒還理不出來」。另外，林百里分析物聯網的商業模式後認為，擁有智慧型服務的「網」才是物聯網的主體與價值所在，不過很多業者的做法是把物聯網倒過來變成聯網物、以為價值在「物」，也就是所謂的硬體終端裝置，然而，以物為主的聯網物生意其實不大，因為萬物聯網，每個裝置都只佔了很小的比重而已，做硬體的會很辛苦，這也是為什麼現在很多聯網物的商業價值不高。值錢的是雲端智慧服務林百里舉例，有生產履歷的有機豬肉價錢很好，但讓豬肉值錢的不是豬，而是所有資料與雲端服務結合、可以一路追本溯源的生產履歷，比方說智慧手環可連網，但手環價值很小，值錢的是與手環相連、分析手環數據的雲端智慧服務。(工商時報)",1,325
"1150",11,"五族群題材發燒 業績耀眼","蔡若昀","2016-05-11_13:20","2016-08-13_17:23:59","http://www.moneydj.com/forum/showtopic-124603.aspx","<U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764>上市櫃公司4月營收昨（10）日全數出爐。證券業三大名師表示，強勢族群各擁題材，汽車零組件、醫材保健、航太、雲端相關半導體、利基型蘋概等五大族群，繳出耀眼成績單，將成為台股盤面焦點。觀察台股中權值比重較大的台灣50成份股，4月營收不盡理想，業績表現較耀眼的個股，普遍仍集中在中小型股族群，呈現個股表現局面。根據統計，台股各大產業次族群中，今年4月的營收表現，電子類股方面，與雲端相關的半導體、利基型蘋概是亮點；至於傳產族群，則以汽車零組件、醫材保健、航太相對看好。台新投顧協理黃文清指出，汽車零組件方面，今年中國新車市場仍可偏向樂觀看待，不過短期因比較基期墊高，車用電子個股的營收動能可能略為減緩，但觀察為升、F-IET、台光電等表現還不錯，電動車則以信邦、F-立凱表現佳。醫材保建部分，保養防老、美容抗老及長照養老等三大商機，則是長線聚焦重點。根據財政部關務署最新統計，2015年保健類相關食品、美容相關化妝及保養品，分別年增13%至29%；而4月營收中，大江、台耀、永日、中天等也表現不錯。至於航太，2015年台灣航太產值達915億元，創歷年新高，在單走道飛機引擎方面，台廠供應鏈卻掌握超過50%零組件之供應量，例如漢翔結合國內Tier3、原物料和工具機業者，4月營收表現亮眼。日盛投顧總經理李秀利則認為，2016年整體半導體成長率趨緩，不過與雲端相關的族群，4月營收仍有表現；包括精測、信驊、立積、京元電、力成等，值得留意。另外，蘋概股中，預計第1季應為供應鏈的全年谷底，蘋果財報公布後對於第2季的展望低於預期，短線來看上半年整體需求比想像的疲軟，維持第2季看法中立；不過部分利基型的蘋概股，4月營收表現還不錯，如力旺、美律、群聯等。全曜財經資深分析師陳唯泰表示，第2季因處五窮六絕的傳產淡季，企業營收表現恐不如預期，但是仍然有部分產業的營收成績亮眼，這些族群股價將有率先突圍機會。出處：http://udn.com/news/story/8812/1686185-%E4%BA%94%E6%97%8F%E7%BE%A4%E9%A1%8C%E6%9D%90%E7%99%BC%E7%87%92-%E6%A5%AD%E7%B8%BE%E8%80%80%E7%9C%BC",0,191
"1151",12,"胰臟癌新藥申請韓國藥證 智擎可獲3.2億元里程碑授權金","吳冠蓉","2016-05-11_12:41","2016-08-13_17:24:00","http://www.moneydj.com/forum/showtopic-124602.aspx","【鉅亨網記者李宜儒台北】新藥廠智擎(4162)表示，胰臟癌新藥ONIVYDE獲得韓國食品藥物安全部(MFDS)接受申請新藥上市送件，並將開始進行新藥上市審查流程。根據與美國Merrimack公司的授權暨合作契約規定，韓國係屬亞洲地區重點發展市場，也是重要的開發里程碑之一，智擎將可獲得1000萬元(約新台幣3.2億元)之階段里程碑授權金。受惠於授權金，智擎股價開高走高，漲幅超過7%，也帶動精華(1565)、安成藥(4180)、太醫(4126)、大江(8436)等生技股同步走揚。智擎表示，ONIVYDE已通過台灣TFDA及美國FDA新藥上市許可申請，至於在申請中的則有歐洲藥物管理局(EMA)及韓國食品藥物安全部(MFDS)。智擎指出，根據世界衛生組織(WHO)2014年之統計資料顯示，胰臟癌高居韓國癌症死亡原因之第5位，每年約有5090人死於胰臟癌。而轉移性胰臟癌是一種高度惡性的疾病，致死率很高，通常治療的目標只是控制疾病惡化及延長有限的存活期。Merrimack公司於2014年將ONIVYDE在美國及台灣以外的區域專屬授權給予美國Baxalta（(US-BXLT)公司，智擎表示，ONIVYDE併用5-FU/LV合併療法已獲得美國國家癌症資訊網(NationalComprehensiveCancerNetwork，NCCN)列入2016年最新版中對於胰腺癌第二線治療指引的第一級(Category1)治療建議。",0,228
"1152",13,"近5屆總統就職520行情 漲跌互見","吳冠蓉","2016-05-11_12:39","2016-08-13_17:24:02","http://www.moneydj.com/forum/showtopic-124601.aspx","台股近期在觀望520新總統就職典禮的演說下，指數在8100點震盪整理。觀察過去5次520總統就職前、後期間台股表現，整體來說表現漲跌互見，惟逢政黨輪替的年份，在520前夕台股表現較其他年份突出，顯示新政府就任給予市場期待空間，不過，就任之後股市卻展開慶祝行情。群益投信表示，統計近5屆520台灣總統就職典禮前後不同期間台股表現，逢政黨輪替的年份，在總統就職典禮前夕股市表現相對亮眼，且越接近就職典禮，指數漲幅越高，在2000年總統就職典禮前10天上漲4.84%、前5天漲6.53%，而2004年總統就職典禮前10天上漲5.18%、前5天漲5.27%，其餘年份則漲跌互見，透露出市場對新人新政有所期待。但在總統就職典禮後，除2004年外，其他年份普遍走跌，未有慶祝行情，顯示基本面表現仍是市場投資的主要依據。保德信中小型股基金經理人葉獻文指出，在520前後台股多空交戰，在利多部份，包括美國聯準會6月前升息機率低，台股股價修正後評價面來到相對低檔；至於利空有520新執政團隊帶來的不確定性，及稅改政策可能不利本土資金回流，國際政經環境來說，歐洲及日本央行無進一步寬鬆政策，全球經濟無顯著復甦。第一金店頭市場基金經理人陳思銘表示，按往年新舊政府交接，台股都會有520魔咒，下跌情況多於上漲，但隨著520的到來，台股跌勢也跟著收斂。從近期內資法人回頭買超台股動態顯示，對台股後市不看淡，預期520後，市場不確定性因素掃除，台股可望回歸基本面。",0,207
"1153",14,"F股業績發表會 月底登場","大昌期貨吳佳靜","2016-05-11_11:53","2016-08-13_17:24:04","http://www.moneydj.com/forum/showtopic-124598.aspx","F股業績發表會預計5月下旬起跑，證交所將於5月24～27日，一連舉行4場業績發表會，將邀請8家外國上市企業出席；證交所5、6月也積極展開第二波的「推動優質企業上市」座談會，希望持續吸引國內外企業來台上市。證交所此次邀請F-慧洋、F-永新、F-泰鼎、F-捷敏、F-鈺齊、F-茂林、F-康聯與F-康友等8家F股出席5月下旬業績發表會。資料來源:中時電子",0,189
"1154",15,"蘋果沒那麼酸... 鴻海４月挺住","大昌期貨吳佳靜","2016-05-11_11:40","2016-08-13_17:24:06","http://www.moneydj.com/forum/showtopic-124596.aspx","力保蘋果市占率策略奏效，鴻海昨（10）日公布4月營收3,223億元，優於外資圈預期，第2季營收預估平均值有機會調升。由於和碩首季財報數據欠佳，外資看好短線資金將由和碩轉向鴻海。鴻海昨自結4月合併營收3,223.88億元，雖創下今年次低，不過較3月僅下滑5.07％，較去年同期也僅減少了8.53％，且就歷年同期的表現言之，為歷史次高，表現算在水準以上。此外，鴻海前4月合併營收1兆2,802.62億元，也僅較去年同期1兆3,667.91億元，減少6.33％。鴻海指出，若以4月與3月相較，消費性產品與通訊表現較佳，但電腦則相對偏弱。對於鴻海4月營收得以在淡季中見平實，法人指出，原因可能出在，鴻海比其他蘋果派，多了4吋iPhoneSE和9.7吋iPadPro撐場。資料來源:中時電子",0,180
"1155",16,"蘋果神話告終 SONY手機奮起","大昌期貨吳佳靜","2016-05-11_11:40","2016-08-13_17:24:07","http://www.moneydj.com/forum/showtopic-124595.aspx","蘋果不敗神話今年似乎告終，剛過70歲生日的SONY營運轉趨獲利，SONY將以XperiaX新品重振高階戰場，並拓展物聯網、雲端和無人機新業務，SONYMobile總裁兼執行長十時裕樹（HirokiTotoki）接受《蘋果》專訪表示，今年行動終端業務有信心獲利，SONY不走蘋果、三星模式，將因地制宜專攻重點市場，轉型打勝仗。雖然SONY今年揮別集團虧損陰霾，但智慧機已血流成河，SONY全球市佔率僅約3%，主流業者在市場也近乎飽和，SONY透過精簡產品線，強打相機、電池強項，重新定錨高階市場，並將Xperia拓展成智慧產品品牌。十時裕樹指出，SONY的品牌效應在台灣、香港IT產業接受度高的市場，頗有表現，會持續聚焦東亞、中東和歐洲重點市場，「我們會以因地制宜（countrybycountry）游擊戰略，步步進逼」，帶動行動裝置部門轉趨獲利。行動裝置轉趨獲利十時裕樹去年曾釋出，「會將手機事業轉化成即便營收衰退20~30%也能穩定獲利的事業體，且今年就要達成這項目標。」終端規模量能持續縮減，但SONY泰國廠今年卻重啟產能，讓SONY台廠供應鏈格外關注新策略，是否將砍掉ODM業務。不過，十時裕樹說明，雖攻高階，但中階仍有相當市場，ODM委外策略仍會持續並優化平衡，泰國和北京目前都有產能，未來2~3年會集中到泰國。他也揭示，SONYMobile新方向，Xperia新系列是開啟不是終點，而尋求新的方向，不侷限於智慧機，而是朝人際溝通品牌來發展，將以垂直整合的方式，規劃硬體服務系統、雲端物聯網、感測資料分析技術（身分辨識），以及去年購併的無人機等，持續拓展新動能。他坦言，今年物聯網開始貢獻營收約100~200萬美元（約3253~6506萬台幣）的營收，量能偏少，由於他曾任So-net日本索尼公司全資經營的ISP網路服務相當長的時間，相準細水長流的訂閱服務將會有持續的貢獻。今年先從日本市場攜手策略夥伴，已透過手環資訊與健身房業者來合作，未來也會與網路、電子商務、飲料廠商合作。SONYMobile今年戰略★營運面．今年有信心在SONYMobile業務有望獲利，並拓展雲端、IOT和無人機等新業務．物聯網IOT在日本市場已攜手健身房，未來也會與網路、電子商務和飲料廠業務合作★市場策略．SONY全球智慧機市佔率約3%，會以因地制宜，聚焦東亞、中東，歐洲市場，專攻高階產品．Xperia品牌將不止於智慧機，也將拓展至新1代智慧產品★委外策略．仍會維持委外ODM策略，做到優化平衡資料來源:蘋果日報",0,242
